,disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,state,declarationDate,fyDeclared,disasterType,incidentType,title,incidentBeginDate,incidentEndDate,disasterCloseOutDate,declaredCountyArea,placeCode
10372,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Polk County,99233.0
10373,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Meriwether County,99199.0
10374,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Jeff Davis County,99161.0
10375,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Johnson County,99167.0
10376,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Oconee County,99219.0
10377,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Paulding County,99223.0
10378,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Hart County,99147.0
10379,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Hancock County,99141.0
10380,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Madison County,99195.0
10381,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Jackson County,99157.0
10382,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Stewart County,99259.0
10383,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Randolph County,99243.0
10384,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Sumter County,99261.0
10385,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Montgomery County,99209.0
10386,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Upson County,99293.0
10387,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Baldwin County,99003.0
10388,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Butler County,99013.0
10389,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Washington County,99303.0
10390,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Warren County,99301.0
10391,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Ware County,99299.0
10392,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Walton County,99297.0
10393,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Webster County,99307.0
10394,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Wheeler County,99309.0
10395,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Whitfield County,99313.0
10396,3388,0,0,1,0,FL,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-04T23:59:00.000Z,2018-03-28T23:59:00.000Z,Hollywood Indian Reservation,32125.0
10397,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Wilkes County,99317.0
10398,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Wilkinson County,99319.0
10399,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Wilcox County,99315.0
10400,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Wayne County,99305.0
10401,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Crenshaw County,99041.0
10402,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Aibonito Municipio,99009.0
10403,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Poarch Creek Reservation and Trust Lands also FL,61430.0
10404,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Cullman County,99043.0
10405,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,White County,99311.0
10406,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Jackson County,99071.0
10407,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Limestone County,99083.0
10408,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Worth County,99321.0
10409,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Marion County,99093.0
10410,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Talladega County,99121.0
10411,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Lee County,99081.0
10412,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Escambia County,99053.0
10413,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Bayamon Municipio,99021.0
10414,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Autauga County,99001.0
10415,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Sumter County,99119.0
10416,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Coffee County,99031.0
10417,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Wilcox County,99131.0
10418,3387,0,0,1,0,GA,2017-09-08,2017,EM,Hurricane,HURRICANE IRMA,2017-09-07,2017-09-20T23:59:00.000Z,2017-12-18T23:59:00.000Z,Walker County,99295.0
10419,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Colbert County,99033.0
10420,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Barranquitas Municipio,99019.0
10421,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Jefferson County,99073.0
10422,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Bullock County,99011.0
10423,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Elmore County,99051.0
10424,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Choctaw County,99023.0
10425,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Greene County,99063.0
10426,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Adjuntas Municipio,99001.0
10427,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Morgan County,99103.0
10428,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Marengo County,99091.0
10429,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Washington County,99129.0
10430,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Geneva County,99061.0
10431,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Randolph County,99111.0
10432,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Montgomery County,99101.0
10433,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Chilton County,99021.0
10434,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Anasco Municipio,99011.0
10435,3390,0,0,1,0,VI,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-16,2017-09-22T23:59:00.000Z,2018-09-07T23:59:00.000Z,St. Thomas Island County-equivalent,99030.0
10436,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Dale County,99045.0
10437,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Hale County,99065.0
10438,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Chambers County,99017.0
10439,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Macon County,99087.0
10440,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Aguada Municipio,99003.0
10441,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Cleburne County,99029.0
10442,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,DeKalb County,99049.0
10443,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Bibb County,99007.0
10444,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Marshall County,99095.0
10445,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Russell County,99113.0
10446,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Cabo Rojo Municipio,99023.0
10447,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Caguas Municipio,99025.0
10448,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Calhoun County,99015.0
10449,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Henry County,99067.0
10450,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Coosa County,99037.0
10451,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Shelby County,99117.0
10452,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Monroe County,99099.0
10453,3390,0,0,1,0,VI,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-16,2017-09-22T23:59:00.000Z,2018-09-07T23:59:00.000Z,St. Croix Island County-equivalent,99010.0
10454,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Walker County,99127.0
10455,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Lawrence County,99079.0
10456,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Barbour County,99005.0
10457,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Tuscaloosa County,99125.0
10458,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Aguas Buenas Municipio,99007.0
10459,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Etowah County,99055.0
10460,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Clay County,99027.0
10461,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Fayette County,99057.0
10462,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Lauderdale County,99077.0
10463,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Perry County,99105.0
10464,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Arecibo Municipio,99013.0
10465,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Pickens County,99107.0
10466,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Arroyo Municipio,99015.0
10467,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Conecuh County,99035.0
10468,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Dallas County,99047.0
10469,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Clarke County,99025.0
10470,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Winston County,99133.0
10471,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Blount County,99009.0
10472,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Covington County,99039.0
10473,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Aguadilla Municipio,99005.0
10474,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Houston County,99069.0
10475,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Madison County,99089.0
10476,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Barceloneta Municipio,99017.0
10477,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Lowndes County,99085.0
10478,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Pike County,99109.0
10479,3390,0,0,1,0,VI,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-16,2017-09-22T23:59:00.000Z,2018-09-07T23:59:00.000Z,St. John Island County-equivalent,99020.0
10480,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Tallapoosa County,99123.0
10481,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Lamar County,99075.0
10482,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,St. Clair County,99115.0
10483,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Cherokee County,99019.0
10484,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Franklin County,99059.0
10485,3389,0,0,1,0,AL,2017-09-11,2017,EM,Hurricane,HURRICANE IRMA,2017-09-08,2017-09-14T23:59:00.000Z,2018-06-11T23:59:00.000Z,Mobile County,99097.0
10486,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Cayey Municipio,99035.0
10487,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Comerio Municipio,99045.0
10488,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Cidra Municipio,99041.0
10489,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Florida Municipio,99054.0
10490,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Dorado Municipio,99051.0
10491,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Camuy Municipio,99027.0
10492,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Catano Municipio,99033.0
10493,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Fajardo Municipio,99053.0
10494,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Canovanas Municipio,99029.0
10495,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Guanica Municipio,99055.0
10496,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Guaynabo Municipio,99061.0
10497,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Corozal Municipio,99047.0
10498,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Ceiba Municipio,99037.0
10499,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Coamo Municipio,99043.0
10500,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Gurabo Municipio,99063.0
10501,3392,0,0,1,0,LA,2017-10-06,2017,EM,Hurricane,TROPICAL STORM NATE,2017-10-05,2017-10-08T23:59:00.000Z,,Livingston Parish,99063.0
10502,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Jayuya Municipio,99073.0
10503,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Ponce Municipio,99113.0
10504,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Salinas Municipio,99123.0
10505,3392,0,0,1,0,LA,2017-10-06,2017,EM,Hurricane,TROPICAL STORM NATE,2017-10-05,2017-10-08T23:59:00.000Z,,St. Helena Parish,99091.0
10506,3393,0,0,1,0,MS,2017-10-07,2017,EM,Hurricane,HURRICANE NATE,2017-10-06,2017-10-10T23:59:00.000Z,,Stone County,99131.0
10507,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Yauco Municipio,99153.0
10508,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Vega Alta Municipio,99143.0
10509,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Carolina Municipio,99031.0
10510,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Culebra Municipio,99049.0
10511,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Santa Isabel Municipio,99133.0
10512,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Naguabo Municipio,99103.0
10513,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Ciales Municipio,99039.0
10514,3394,0,0,1,0,AL,2017-10-08,2017,EM,Hurricane,HURRICANE NATE,2017-10-06,2017-10-10T23:59:00.000Z,,Bullock County,99011.0
10515,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Maricao Municipio,99093.0
10516,3391,0,0,1,0,PR,2017-09-18,2017,EM,Hurricane,HURRICANE MARIA,2017-09-17,2017-11-15T23:59:00.000Z,,Las Marias Municipio,99083.0
